20	33	34.7	36.5
25	33.1	34.2	36.5
30	33.1	34.6	36.5
35	33.1	34.5	36.5
40	33.1	34.4	36.5
45	33.1	33.6	36.5
50	33.2	33.3	36.5
55	33.2	33.2	36.5
60	33.2	33.6	36.5
20	32.2	33.4	36.5
25	32	33.5	36.5
30	32	33.4	36.5
35	31.9	33.4	36.5
40	31.7	33.3	36.5
45	31.6	33.2	36.5
50	31.5	32.8	36.5
55	31.4	32.5	36.5
60	31.3	32.5	36.5
